UF de notificação;Ano;Ign/Branco;PAUCIBACILAR;MULTIBACILAR
27 Alagoas;2003;5;338;258
28 Sergipe;2003;4;383;282
29 Bahia;2003;66;1977;1579
31 Minas Gerais;2003;0;1075;2598
32 Espírito Santo;2003;0;1204;733
33 Rio de Janeiro;2003;22;1633;1732
35 São Paulo;2003;41;1797;1756
41 Paraná;2003;12;781;1264
42 Santa Catarina;2003;15;99;182
43 Rio Grande do Sul;2003;3;63;197
50 Mato Grosso do Sul;2003;3;404;393
51 Mato Grosso;2003;7;2306;2045
52 Goiás;2003;54;1269;2616
53 Distrito Federal;2003;1;236;281
11 Rondônia;2004;1;805;697
12 Acre;2004;0;150;224
13 Amazonas;2004;9;577;664
14 Roraima;2004;0;148;194
15 Pará;2004;18;3099;3805
16 Amapá;2004;4;104;125
17 Tocantins;2004;2;822;710
21 Maranhão;2004;3;2616;3412
22 Piauí;2004;9;1080;881
23 Ceará;2004;14;1157;1905
24 Rio Grande do Norte;2004;0;191;175
25 Paraíba;2004;1;557;450
26 Pernambuco;2004;34;1875;2023
27 Alagoas;2004;3;276;225
28 Sergipe;2004;0;359;303
29 Bahia;2004;44;2533;1778
31 Minas Gerais;2004;4;1122;2300
32 Espírito Santo;2004;0;1050;664
33 Rio de Janeiro;2004;11;1535;1748
35 São Paulo;2004;15;1563;1689
41 Paraná;2004;7;765;1333
42 Santa Catarina;2004;11;103;186
43 Rio Grande do Sul;2004;4;59;206
50 Mato Grosso do Sul;2004;4;417;369
51 Mato Grosso;2004;7;2069;1860
52 Goiás;2004;67;1151;2702
53 Distrito Federal;2004;0;165;292
11 Rondônia;2005;3;690;744
12 Acre;2005;3;163;237
13 Amazonas;2005;6;520;613
14 Roraima;2005;0;133;182
15 Pará;2005;20;2891;3441
16 Amapá;2005;5;79;127
17 Tocantins;2005;0;795;690
21 Maranhão;2005;8;2711;3778
22 Piauí;2005;11;1112;955
23 Ceará;2005;17;1311;1781
24 Rio Grande do Norte;2005;5;324;209
25 Paraíba;2005;2;665;464
26 Pernambuco;2005;44;1884;1943
27 Alagoas;2005;0;270;248
28 Sergipe;2005;0;451;319
29 Bahia;2005;61;2130;1918
31 Minas Gerais;2005;6;1049;2213
32 Espírito Santo;2005;1;970;676
33 Rio de Janeiro;2005;14;1418;1597
35 São Paulo;2005;32;1469;1670
41 Paraná;2005;9;664;1239
42 Santa Catarina;2005;4;93;185
43 Rio Grande do Sul;2005;0;52;225
50 Mato Grosso do Sul;2005;1;354;345
51 Mato Grosso;2005;10;1930;2248
52 Goiás;2005;70;1013;2768
53 Distrito Federal;2005;1;178;284
11 Rondônia;2006;2;750;779
12 Acre;2006;2;313;295
13 Amazonas;2006;3;441;608
14 Roraima;2006;0;118;200
15 Pará;2006;23;2485;3262
16 Amapá;2006;2;90;151
17 Tocantins;2006;0;920;742
21 Maranhão;2006;3;2246;3243
22 Piauí;2006;12;946;907
23 Ceará;2006;10;1153;1564
24 Rio Grande do Norte;2006;1;167;184
25 Paraíba;2006;4;591;477
26 Pernambuco;2006;24;2063;1766
27 Alagoas;2006;3;267;231
28 Sergipe;2006;1;362;307
29 Bahia;2006;47;1798;1864
31 Minas Gerais;2006;3;996;1846
32 Espírito Santo;2006;0;803;548
33 Rio de Janeiro;2006;17;1409;1609
35 São Paulo;2006;18;1246;1470
41 Paraná;2006;3;592;1243
42 Santa Catarina;2006;0;99;166
43 Rio Grande do Sul;2006;3;59;200
50 Mato Grosso do Sul;2006;2;332;366
51 Mato Grosso;2006;7;1672;2025
52 Goiás;2006;26;903;2747
53 Distrito Federal;2006;2;166;246
11 Rondônia;2007;0;720;642
12 Acre;2007;0;139;177
13 Amazonas;2007;6;442;470
14 Roraima;2007;0;93;175
15 Pará;2007;7;2138;3119
16 Amapá;2007;1;72;98
17 Tocantins;2007;0;816;732
21 Maranhão;2007;1;1911;2978
22 Piauí;2007;0;845;839
23 Ceará;2007;4;1135;1683
24 Rio Grande do Norte;2007;0;194;235
25 Paraíba;2007;0;483;448
26 Pernambuco;2007;0;1758;1718
27 Alagoas;2007;0;226;219
28 Sergipe;2007;0;331;319
29 Bahia;2007;5;1669;1695
31 Minas Gerais;2007;0;759;1679
32 Espírito Santo;2007;0;820;505
33 Rio de Janeiro;2007;1;1157;1373
35 São Paulo;2007;9;1107;1491
41 Paraná;2007;1;476;1070
42 Santa Catarina;2007;1;75;181
43 Rio Grande do Sul;2007;1;44;181
50 Mato Grosso do Sul;2007;0;275;390
51 Mato Grosso;2007;0;1475;1918
52 Goiás;2007;18;763;2391
53 Distrito Federal;2007;1;150;240
11 Rondônia;2008;0;592;659
12 Acre;2008;0;110;188
13 Amazonas;2008;3;416;540
14 Roraima;2008;0;87;145
15 Pará;2008;0;2256;3303
16 Amapá;2008;0;76;172
17 Tocantins;2008;1;827;832
21 Maranhão;2008;1;1844;3307
22 Piauí;2008;0;1191;1121
23 Ceará;2008;6;1156;1701
24 Rio Grande do Norte;2008;0;139;183
25 Paraíba;2008;0;440;448
26 Pernambuco;2008;1;1654;1665
27 Alagoas;2008;0;204;250
28 Sergipe;2008;0;260;277
29 Bahia;2008;10;1530;1861
31 Minas Gerais;2008;0;717;1455
32 Espírito Santo;2008;0;699;561
33 Rio de Janeiro;2008;2;1058;1309
35 São Paulo;2008;1;1133;1507
41 Paraná;2008;1;474;1069
42 Santa Catarina;2008;0;58;189
43 Rio Grande do Sul;2008;1;61;165
50 Mato Grosso do Sul;2008;1;305;424
51 Mato Grosso;2008;0;1350;1832
52 Goiás;2008;10;809;2451
53 Distrito Federal;2008;0;116;268
11 Rondônia;2009;0;543;685
12 Acre;2009;0;88;201
13 Amazonas;2009;3;347;555
14 Roraima;2009;0;59;131
15 Pará;2009;2;1986;3079
16 Amapá;2009;0;87;180
17 Tocantins;2009;0;634;751
21 Maranhão;2009;1;1516;3216
22 Piauí;2009;2;818;897
23 Ceará;2009;1;942;1672
24 Rio Grande do Norte;2009;0;180;175
25 Paraíba;2009;1;418;455
26 Pernambuco;2009;2;1870;1775
27 Alagoas;2009;1;247;233
28 Sergipe;2009;0;318;296
29 Bahia;2009;2;1591;1779
31 Minas Gerais;2009;0;672;1402
32 Espírito Santo;2009;0;667;557
33 Rio de Janeiro;2009;0;1007;1322
35 São Paulo;2009;2;1012;1373
41 Paraná;2009;0;415;1001
42 Santa Catarina;2009;0;72;153
43 Rio Grande do Sul;2009;0;46;162
50 Mato Grosso do Sul;2009;0;300;486
51 Mato Grosso;2009;0;1312;1842
52 Goiás;2009;17;785;2442
53 Distrito Federal;2009;0;110;257
11 Rondônia;2010;0;420;660
12 Acre;2010;0;93;183
13 Amazonas;2010;0;377;506
14 Roraima;2010;0;62;99
15 Pará;2010;0;1652;2923
16 Amapá;2010;0;67;121
17 Tocantins;2010;0;564;751
21 Maranhão;2010;0;1570;3318
22 Piauí;2010;1;873;992
23 Ceará;2010;0;958;1518
24 Rio Grande do Norte;2010;0;137;175
25 Paraíba;2010;1;368;392
26 Pernambuco;2010;1;1562;1717
27 Alagoas;2010;0;209;270
28 Sergipe;2010;0;232;262
29 Bahia;2010;3;1372;1864
31 Minas Gerais;2010;2;490;1318
32 Espírito Santo;2010;0;597;527
33 Rio de Janeiro;2010;0;911;1242
35 São Paulo;2010;1;866;1380
41 Paraná;2010;0;351;952
42 Santa Catarina;2010;0;64;178
43 Rio Grande do Sul;2010;0;36;144
50 Mato Grosso do Sul;2010;0;221;600
51 Mato Grosso;2010;1;1130;2018
52 Goiás;2010;31;731;2233
53 Distrito Federal;2010;0;99;240
11 Rondônia;2011;0;367;630
12 Acre;2011;0;72;188
13 Amazonas;2011;0;274;482
14 Roraima;2011;0;54;87
15 Pará;2011;1;1610;3075
16 Amapá;2011;0;89;139
17 Tocantins;2011;0;479;775
21 Maranhão;2011;0;1458;3232
22 Piauí;2011;0;653;793
23 Ceará;2011;1;777;1514
24 Rio Grande do Norte;2011;0;140;162
25 Paraíba;2011;2;368;493
26 Pernambuco;2011;2;1440;1757
27 Alagoas;2011;0;206;242
28 Sergipe;2011;0;256;262
29 Bahia;2011;4;1278;1955
31 Minas Gerais;2011;3;499;1274
32 Espírito Santo;2011;0;616;516
33 Rio de Janeiro;2011;1;832;1268
35 São Paulo;2011;0;787;1405
41 Paraná;2011;0;265;961
42 Santa Catarina;2011;0;76;201
43 Rio Grande do Sul;2011;1;35;157
50 Mato Grosso do Sul;2011;0;243;718
51 Mato Grosso;2011;0;1169;2115
52 Goiás;2011;22;683;2023
53 Distrito Federal;2011;0;93;213
11 Rondônia;2012;0;327;623
12 Acre;2012;0;51;154
13 Amazonas;2012;1;312;510
14 Roraima;2012;0;62;121
15 Pará;2012;2;1490;3213
16 Amapá;2012;0;75;129
17 Tocantins;2012;0;514;708
21 Maranhão;2012;0;1440;3324
22 Piauí;2012;0;564;811
23 Ceará;2012;8;887;1531
24 Rio Grande do Norte;2012;0;164;203
25 Paraíba;2012;5;380;452
26 Pernambuco;2012;0;1373;1761
27 Alagoas;2012;0;240;290
28 Sergipe;2012;0;268;294
29 Bahia;2012;3;1140;1922
31 Minas Gerais;2012;3;479;1223
32 Espírito Santo;2012;0;422;453
33 Rio de Janeiro;2012;0;717;1121
35 São Paulo;2012;0;670;1463
41 Paraná;2012;0;266;921
42 Santa Catarina;2012;0;54;209
43 Rio Grande do Sul;2012;0;41;157
50 Mato Grosso do Sul;2012;0;232;847
51 Mato Grosso;2012;1;856;2399
52 Goiás;2012;17;662;1989
53 Distrito Federal;2012;0;85;259
11 Rondônia;2013;0;278;602
12 Acre;2013;0;31;127
13 Amazonas;2013;0;315;524
14 Roraima;2013;0;48;115
15 Pará;2013;1;1250;2833
16 Amapá;2013;0;73;105
17 Tocantins;2013;0;490;623
21 Maranhão;2013;0;1280;3493
22 Piauí;2013;0;514;786
23 Ceará;2013;5;840;1574
24 Rio Grande do Norte;2013;0;150;173
25 Paraíba;2013;2;331;437
26 Pernambuco;2013;2;1406;1766
27 Alagoas;2013;0;182;238
28 Sergipe;2013;0;205;251
29 Bahia;2013;11;943;1783
31 Minas Gerais;2013;0;390;1076
32 Espírito Santo;2013;0;397;426
33 Rio de Janeiro;2013;0;581;969
35 São Paulo;2013;0;571;1396
41 Paraná;2013;0;218;864
42 Santa Catarina;2013;0;47;148
43 Rio Grande do Sul;2013;1;44;143
50 Mato Grosso do Sul;2013;1;188;802
51 Mato Grosso;2013;74;812;2663
52 Goiás;2013;6;568;1775
53 Distrito Federal;2013;0;62;253
11 Rondônia;2014;0;236;581
12 Acre;2014;0;30;125
13 Amazonas;2014;1;303;416
14 Roraima;2014;0;31;66
15 Pará;2014;1;1290;2797
16 Amapá;2014;0;70;122
17 Tocantins;2014;0;518;731
21 Maranhão;2014;4;1154;3325
22 Piauí;2014;0;498;867
23 Ceará;2014;1;859;1510
24 Rio Grande do Norte;2014;0;129;191
25 Paraíba;2014;2;286;430
26 Pernambuco;2014;1;1259;1879
27 Alagoas;2014;0;187;218
28 Sergipe;2014;0;235;249
29 Bahia;2014;2;1089;2093
31 Minas Gerais;2014;1;392;1044
32 Espírito Santo;2014;0;312;408
33 Rio de Janeiro;2014;0;537;895
35 São Paulo;2014;0;501;1402
41 Paraná;2014;0;175;752
42 Santa Catarina;2014;0;45;151
43 Rio Grande do Sul;2014;0;39;149
50 Mato Grosso do Sul;2014;0;209;1076
51 Mato Grosso;2014;79;752;2981
52 Goiás;2014;6;520;1760
53 Distrito Federal;2014;1;76;397
11 Rondônia;2015;0;201;494
12 Acre;2015;0;29;114
13 Amazonas;2015;0;242;405
14 Roraima;2015;0;17;98
15 Pará;2015;1;1110;2721
16 Amapá;2015;0;43;112
17 Tocantins;2015;1;335;733
21 Maranhão;2015;0;972;3463
22 Piauí;2015;0;456;865
23 Ceará;2015;6;687;1464
24 Rio Grande do Norte;2015;0;112;195
25 Paraíba;2015;3;254;388
26 Pernambuco;2015;1;1160;1695
27 Alagoas;2015;0;165;264
28 Sergipe;2015;0;214;236
29 Bahia;2015;0;961;2109
31 Minas Gerais;2015;0;335;1036
32 Espírito Santo;2015;0;347;362
33 Rio de Janeiro;2015;0;493;890
35 São Paulo;2015;2;425;1256
41 Paraná;2015;0;161;779
42 Santa Catarina;2015;1;49;156
43 Rio Grande do Sul;2015;0;20;138
50 Mato Grosso do Sul;2015;0;126;814
51 Mato Grosso;2015;53;662;3132
52 Goiás;2015;1;429;1702
53 Distrito Federal;2015;3;50;307
11 Rondônia;2016;0;144;435
12 Acre;2016;0;25;111
13 Amazonas;2016;1;202;369
14 Roraima;2016;0;26;81
15 Pará;2016;0;780;2413
16 Amapá;2016;0;45;80
17 Tocantins;2016;0;307;1417
21 Maranhão;2016;1;825;3370
22 Piauí;2016;2;368;776
23 Ceará;2016;0;610;1424
24 Rio Grande do Norte;2016;0;78;144
25 Paraíba;2016;9;186;335
26 Pernambuco;2016;2;913;1505
27 Alagoas;2016;0;118;204
28 Sergipe;2016;0;145;209
29 Bahia;2016;4;744;1808
31 Minas Gerais;2016;0;313;1066
32 Espírito Santo;2016;0;218;293
33 Rio de Janeiro;2016;2;355;784
35 São Paulo;2016;0;381;1389
41 Paraná;2016;1;120;647
42 Santa Catarina;2016;0;31;160
43 Rio Grande do Sul;2016;1;14;138
50 Mato Grosso do Sul;2016;0;87;473
51 Mato Grosso;2016;37;430;3073
52 Goiás;2016;0;370;1438
53 Distrito Federal;2016;0;48;245
11 Rondônia;2017;0;135;494
12 Acre;2017;0;40;126
13 Amazonas;2017;0;222;343
14 Roraima;2017;0;35;163
15 Pará;2017;0;772;2598
16 Amapá;2017;0;48;102
17 Tocantins;2017;0;245;1437
21 Maranhão;2017;1;853;3507
22 Piauí;2017;0;392;978
23 Ceará;2017;1;558;1295
24 Rio Grande do Norte;2017;0;92;205
25 Paraíba;2017;1;228;374
26 Pernambuco;2017;1;982;2200
27 Alagoas;2017;0;157;245
28 Sergipe;2017;0;170;294
29 Bahia;2017;6;861;1978
31 Minas Gerais;2017;0;281;1132
32 Espírito Santo;2017;0;196;364
33 Rio de Janeiro;2017;0;343;851
35 São Paulo;2017;0;320;1294
41 Paraná;2017;1;120;630
42 Santa Catarina;2017;0;36;127
43 Rio Grande do Sul;2017;0;19;151
50 Mato Grosso do Sul;2017;0;90;481
51 Mato Grosso;2017;32;438;3853
52 Goiás;2017;1;315;1459
53 Distrito Federal;2017;2;32;219
11 Rondônia;2018;0;140;721
12 Acre;2018;0;23;130
13 Amazonas;2018;0;168;362
14 Roraima;2018;0;29;107
15 Pará;2018;1;719;2729
16 Amapá;2018;0;42;116
17 Tocantins;2018;0;232;1913
21 Maranhão;2018;0;805;3343
22 Piauí;2018;2;326;1007
23 Ceará;2018;0;592;1495
24 Rio Grande do Norte;2018;0;113;193
25 Paraíba;2018;1;218;439
26 Pernambuco;2018;0;839;2246
27 Alagoas;2018;0;149;307
28 Sergipe;2018;1;162;275
29 Bahia;2018;4;741;1980
31 Minas Gerais;2018;0;285;1097
32 Espírito Santo;2018;1;192;357
33 Rio de Janeiro;2018;0;360;839
35 São Paulo;2018;1;312;1351
41 Paraná;2018;0;95;640
42 Santa Catarina;2018;0;35;140
43 Rio Grande do Sul;2018;0;13;173
50 Mato Grosso do Sul;2018;0;70;445
51 Mato Grosso;2018;1;339;5473
52 Goiás;2018;2;293;1499
53 Distrito Federal;2018;0;18;249
11 Rondônia;2019;1;108;524
12 Acre;2019;0;15;118
13 Amazonas;2019;0;164;357
14 Roraima;2019;0;26;95
15 Pará;2019;0;674;2884
16 Amapá;2019;0;59;106
17 Tocantins;2019;0;185;1842
21 Maranhão;2019;1;724;3630
22 Piauí;2019;1;256;927
23 Ceará;2019;0;575;1376
24 Rio Grande do Norte;2019;0;77;159
25 Paraíba;2019;3;219;556
26 Pernambuco;2019;1;805;2541
27 Alagoas;2019;0;126;248
28 Sergipe;2019;0;143;246
29 Bahia;2019;16;634;1932
31 Minas Gerais;2019;0;350;1158
32 Espírito Santo;2019;1;202;457
33 Rio de Janeiro;2019;1;352;798
35 São Paulo;2019;0;278;1342
41 Paraná;2019;0;128;635
42 Santa Catarina;2019;0;53;174
43 Rio Grande do Sul;2019;1;28;119
50 Mato Grosso do Sul;2019;0;137;514
51 Mato Grosso;2019;1;281;5407
52 Goiás;2019;1;271;1534
53 Distrito Federal;2019;0;43;244
11 Rondônia;2020;0;57;391
12 Acre;2020;0;10;76
13 Amazonas;2020;0;69;219
14 Roraima;2020;0;8;42
15 Pará;2020;1;339;1763
16 Amapá;2020;0;36;63
17 Tocantins;2020;2;109;1002
21 Maranhão;2020;3;374;2183
22 Piauí;2020;0;123;463
23 Ceará;2020;1;327;928
24 Rio Grande do Norte;2020;0;55;140
25 Paraíba;2020;0;111;261
26 Pernambuco;2020;1;452;1553
27 Alagoas;2020;0;69;185
28 Sergipe;2020;0;120;188
29 Bahia;2020;8;320;998
31 Minas Gerais;2020;1;214;740
32 Espírito Santo;2020;0;21;93
33 Rio de Janeiro;2020;0;167;515
35 São Paulo;2020;0;142;802
41 Paraná;2020;2;72;420
42 Santa Catarina;2020;0;20;136
43 Rio Grande do Sul;2020;0;9;72
50 Mato Grosso do Sul;2020;0;47;304
51 Mato Grosso;2020;0;112;3077
52 Goiás;2020;1;183;870
53 Distrito Federal;2020;1;21;262
